ANNOSCOLASTICO,PROVINCIA,ORDINESCUOLA,TIPOPOSTO,TIPOSUPPLENZA,FASCIAETA,DOCENTISUPPLENTIMASCHI,DOCENTISUPPLENTIFEMMINE
201718,ASCOLI PICENO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,24
201718,MANTOVA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,2,17
201718,NAPOLI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,20,27
201718,MONZA E BRIANZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,62,92
201718,NUORO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201718,ANCONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201718,VARESE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,20,77
201718,CUNEO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,2,3
201718,AVELLINO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,1
201718,RIMINI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,9,39
201718,VENEZIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,27
201718,AREZZO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,5,4
201718,TORINO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,16
201718,COSENZA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,2,1
201718,TARANTO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201718,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,2
201718,GORIZIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,4,2
201718,ROMA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,206,450
201718,MEDIO CAMPIDANO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,2,1
201718,VICENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,26,46
201718,SALERNO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,7,7
201718,VERCELLI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,2
201718,VENEZIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,25
201718,CATANZARO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,1,0
201718,PISTOIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,9
201718,OLBIA-TEMPIO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,32
201718,RAVENNA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,5,19
201718,MACERATA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,5,6
201718,BARI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,7,88
201718,LIVORNO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,2,31
201718,VICENZA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201718,BERGAMO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,10,32
201718,FROSINONE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,13,33
201718,IMPERIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,4
201718,AGRIGENTO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,10,4
201718,VICENZA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,46,57
201718,MONZA E BRIANZA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,16
201718,RIETI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,1,1
201718,CHIETI,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 45 E 54,0,1
201718,PISA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,4,9
201718,BRINDISI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,5,29
201718,OLBIA-TEMPIO,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,2
201718,BOLOGNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,1,7
201718,MILANO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,2,122
201718,ROVIGO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,1,18
201718,GENOVA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,11
201718,MASSA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201718,FORLI'-CESENA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,8
201718,FERMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,5,12
201718,LA SPEZIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,2,1
201718,RIETI,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,1,2
201718,SIENA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,28,49
201718,BRESCIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,4,11
201718,BRINDISI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,34
201718,SAVONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,25,36
201718,GROSSETO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,6
201718,MONZA E BRIANZA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,6,91
201718,ROVIGO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201718,SASSARI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,11
201718,PADOVA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,13,14
201718,SONDRIO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,2,7
201718,ENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,5
201718,MILANO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,10,83
201718,TARANTO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,1,0
201718,SAVONA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201718,GROSSETO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201718,PARMA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,45,65
201718,NOVARA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,29,47
201718,PADOVA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,21
201718,TRIESTE,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,6,4
201718,VERONA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,33
201718,MODENA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,19,100
201718,LECCO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,8,8
201718,LATINA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,3,6
201718,ISERNIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,6
201718,TRAPANI,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,1,0
201718,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 35 E 44,4,5
201718,PARMA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,8,19
201718,PRATO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,0,4
201718,REGGIO EMILIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,7
201718,PADOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,28
201718,ANCONA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,7,28
201718,IMPERIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,3,9
201718,LECCE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,10
201718,TERNI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,5
201718,MANTOVA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,20,50
201718,RAVENNA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,3,9
201718,FORLI'-CESENA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,26,46
201718,RAGUSA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,8
201718,AREZZO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,10,33
201718,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,13,12
201718,PORDENONE,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,1,1
201718,MEDIO CAMPIDANO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,1
201718,AGRIGENTO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,2
201718,CAMPOBASSO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,1
201718,MODENA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,TRA 45 E 54,8,5
201718,GROSSETO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,3,5
201718,PERUGIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,14
201718,PRATO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,2,12
201718,CASERTA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,9,10
201718,ASCOLI PICENO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,4
201718,TREVISO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,6,28
201718,CUNEO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,4
201718,ROMA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,4,7
201718,PAVIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201718,VERONA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,23
201718,CASERTA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,4
201718,SALERNO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,70,98
201718,TORINO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,7,47
201718,LUCCA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,10
201718,CUNEO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,6,24
201718,PORDENONE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,7,18
201718,FERMO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,10
201718,BRESCIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,0,21
201718,OLBIA-TEMPIO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,2
201718,CALTANISSETTA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,4,10
201718,BELLUNO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,6,11
201718,MASSA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,8
201718,LIVORNO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,7
201718,VITERBO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,4
201718,FOGGIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,5,12
201718,LUCCA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,2,1
201718,LECCO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,15
201718,CATANIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,2
201718,CUNEO,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,2,2
201718,PIACENZA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,7,34
201718,PISA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,5,7
201718,MATERA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,1
201718,MESSINA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,0,6
201718,ASTI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,8,20
201718,BELLUNO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,5
201718,MASSA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,1,1
201718,VITERBO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,1,4
201718,ALESSANDRIA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,OLTRE 54,0,6
201718,AGRIGENTO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,6
201718,FOGGIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,1,1
201718,RAVENNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,3
201718,VITERBO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201718,PRATO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,8,14
201718,SONDRIO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,21,33
201718,REGGIO EMILIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,2,28
201718,CHIETI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,2
201718,PORDENONE,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,3,31
201718,CATANIA,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,2,1
201718,BRINDISI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,OLTRE 54,0,1
201718,SAVONA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,12
201718,GENOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,2,11
201718,ALESSANDRIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,5
201718,CATANZARO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,3,1
201718,PISTOIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,2,13
201718,LODI,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,13
201718,MACERATA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,10,28
201718,ANCONA,SCUOLA PRIMARIA,NORMALE,ANNUALE,FINO A 34,0,1
201718,ISERNIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,1
201718,GROSSETO,SCUOLA SECONDARIA II GRADO,NORMALE,ANNUALE,FINO A 34,5,12
201718,PIACENZA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,0,4
201718,AREZZO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,5,15
201718,BENEVENTO,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,2,8
201718,CAGLIARI,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,1,1
201718,TERNI,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,OLTRE 54,1,0
201718,REGGIO CALABRIA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,9,14
201718,COMO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,6,15
201718,ALESSANDRIA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,11
201718,BARLETTA-ADRIA-TRANI,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,4,9
201718,PADOVA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,22,51
201718,BELLUNO,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,1
201718,VARESE,SCUOLA PRIMARIA,NORMALE,ANNUALE,FINO A 34,0,2
201718,REGGIO CALABRIA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,1,62
201718,RIETI,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,2
201718,RAGUSA,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 35 E 44,0,3
201718,ASCOLI PICENO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,3,11
201718,COMO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,0,38
201718,MANTOVA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,20
201718,BOLOGNA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,5,8
201718,NUORO,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,17,36
201718,LUCCA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,FINO A 34,3,5
201718,ENNA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 35 E 44,0,1
201718,ANCONA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,4,5
201718,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,14
201718,SAVONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,6,3
201718,TERAMO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,17,54
201718,PALERMO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,2,84
201718,COSENZA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,FINO A 34,0,1
201718,MESSINA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,3
201718,ASTI,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,13
201718,PRATO,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,2,45
201718,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,9,21
201718,NOVARA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,2
201718,LUCCA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 35 E 44,1,9
201718,ANCONA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,46,89
201718,VERBANO-CUSIO-OSSOLA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,1
201718,MODENA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,21,62
201718,LECCE,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,FINO A 34,5,5
201718,OLBIA-TEMPIO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,4
201718,PESARO E URBINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201718,RIMINI,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,52
201718,VENEZIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,8,46
201718,ASTI,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 45 E 54,0,3
201718,VERBANO-CUSIO-OSSOLA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,9,13
201718,VENEZIA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,21
201718,FIRENZE,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,FINO A 34,1,86
201718,COSENZA,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,7
201718,PISTOIA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,OLTRE 54,0,3
201718,SONDRIO,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,0,23
201718,BIELLA,SCUOLA INFANZIA,NORMALE,ANNUALE,TRA 45 E 54,0,1
201718,VERONA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,TRA 45 E 54,3,22
201718,MONZA E BRIANZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,26,67
201718,PORDENONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,FINO A 34,1,7
201718,FERMO,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,2
201718,MILANO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,45,98
201718,PERUGIA,SCUOLA SECONDARIA I GRADO,NORMALE,ANNUALE,TRA 35 E 44,4,2
201718,BRESCIA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 45 E 54,1,5
201718,MASSA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 45 E 54,19,23
201718,LIVORNO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,3
201718,BERGAMO,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,1,22
201718,GORIZIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 35 E 44,1,0
201718,VICENZA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,6,23
201718,OGLIASTRA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,0,1
201718,MONZA E BRIANZA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,FINO A 34,0,4
201718,ISERNIA,SCUOLA PRIMARIA,NORMALE,ANNUALE,TRA 35 E 44,0,1
201718,SONDRIO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,0,7
201718,BARLETTA-ADRIA-TRANI,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,1
201718,BRINDISI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,FINO A 34,9,19
201718,PIACENZA,SCUOLA INFANZIA,SOSTEGNO,ANNUALE,TRA 45 E 54,0,2
201718,MILANO,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 45 E 54,0,37
201718,ROVIGO,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,3,5
201718,MASSA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,4
201718,SAVONA,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,6
201718,LA SPEZIA,SCUOLA PRIMARIA,NORMALE,FINO AL TERMINE,FINO A 34,0,2
201718,FORLI'-CESENA,SCUOLA SECONDARIA I GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,16,56
201718,MILANO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,7,3
201718,CAGLIARI,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,OLTRE 54,8,7
201718,BARLETTA-ADRIA-TRANI,SCUOLA INFANZIA,NORMALE,FINO AL TERMINE,TRA 35 E 44,0,4
201718,SAVONA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,FINO A 34,3,9
201718,TRIESTE,SCUOLA PRIMARIA,SOSTEGNO,FINO AL TERMINE,TRA 35 E 44,2,21
201718,TORINO,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,TRA 45 E 54,2,3
201718,PAVIA,SCUOLA SECONDARIA II GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,1
201718,PADOVA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,9
201718,PIACENZA,SCUOLA PRIMARIA,SOSTEGNO,ANNUALE,FINO A 34,0,1
201718,PISA,SCUOLA SECONDARIA II GRADO,NORMALE,FINO AL TERMINE,TRA 35 E 44,32,55
201718,PISTOIA,SCUOLA SECONDARIA I GRADO,SOSTEGNO,ANNUALE,OLTRE 54,0,5
201718,AVELLINO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,TRA 45 E 54,1,34
201718,TERAMO,SCUOLA INFANZIA,SOSTEGNO,FINO AL TERMINE,OLTRE 54,0,9
201718,CROTONE,SCUOLA SECONDARIA I GRADO,SOSTEGNO,FINO AL TERMINE,OLTRE 54,1,0
